locus,1042876.5_PID,1081940.5_PID,1150601.3_PID,1193146.3_PID,1193499.3_PID,1196325.3_PID,1211579.3_PID,1215087.7_PID,1215088.3_PID,1218169.3_PID,1240350.3_PID,1331671.3_PID,1399145.3_PID,1410521.3_PID,1410669.4_PID,1449986.3_PID,160488.4.RefSeq_PID,160488.4_PID,231023.4_PID,303.139_PID,303.140_PID,303.142_PID,303.167_PID,303.169_PID,303.170_PID,303.171_PID,303.172_PID,303.175_PID,303.176_PID,303.177_PID,303.178_PID,303.179_PID,303.180_PID,303.187_PID,303.188_PID,303.189_PID,303.192_PID,303.199_PID,303.200_PID,303.203_PID,303.204_PID,303.209_PID,303.212_PID,303.214_PID,303.215_PID,303.234_PID,303.237_PID,303.397_PID,303.398_PID,303.409_PID,303.410_PID,303.411_PID,303.424_PID,303.425_PID,303.426_PID,303.427_PID,303.429_PID,303.430_PID,303.431_PID,303.432_PID,303.447_PID,303.449_PID,303.450_PID,303.451_PID,303.452_PID,303.453_PID,303.473_PID,303.486_PID,303.487_PID,303.488_PID,303.489_PID,303.490_PID,303.491_PID,303.492_PID,303.493_PID,303.529_PID,303.531_PID,303.532_PID,303.533_PID,303.534_PID,303.535_PID,351746.6_PID,390235.5_PID,76869.5_PID,931281.3_PID,KT2440.csv_PID
PP_2478,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,98.767,,,,,,,,100,,,,,,,,,,,,,,98.356,,,,,,,,,,,,,,,,100
PP_2479,,,,,,,,,,,,,,,,,100,99.724,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,99.015,,,,,,,,100,,,,,,,,,,,,,,99.015,,,,,,,,,,,,,,,,100
PP_2480,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,99.005,,,,,,,,100,,,,,,,,,,,,,,99.254,,,,,,,,,,,,,,,,100
PP_2481,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,63.208,,,,,,,,,,,,,100,,,,,,,,100,,,,,,,,,,,,,,98.198,,,,,,,,,,,,,,,,100
PP_2482,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,99.068,,,,,,,,100,,,,,,,,,,,,,,97.516,,,,,,,,,,,,,,,,100
PP_2483,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,97.99,,,,,,,,100,,,,,,,,,,,98.492,,,98.995,,,,,,,,,,,,,,,,100
PP_2484,97.03,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,86.139,,100,,60.638,,,,,,,,,,,,,99.01,,,,,,,,100,,,,,,,,,,,99.01,,,98.02,,,,,,,,,,,,,,,,100
PP_2485,,,,,,,,,,,,77.64,,,,,100,,,,,,,,78.193,,,100,,69.182,81.761,,100,,,,,,,,77.64,,,,,,76.03,97.248,,,,,69.182,,,100,77.882,,,,,,,,,,97.554,,,93.231,69.182,69.182,,,,,69.497,,,,,,,,,100
PP_2486,97.059,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,89.84,,100,,,,,,,,,,,,,,72.581,98.93,73.171,,,,,,,100,,,,,,,71.582,,,,97.861,,,100,,,,,,,,,,,,,,,,100
PP_2487,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,86.774,,100,,,,,,,,,,,,,,,96.994,,,,,,,,100,,,,,,,,,,,98.397,,,100,,,,,,,,,,,,,,,,100
PP_2488,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,100
PP_2489,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,100
PP_2490,,,,,,,,,,,,,,,,,100,,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,99.635,,,,,,,,,,,,,,,,100
PP_2491,,,,,,,,,,,,,68.304,,,,100,100,,,,,64.444,,,69.196,73.333,100,,,,,100,,,,,,71.749,,,72.321,72.321,72.321,72.321,,69.196,81.778,67.713,74.222,71.875,,,,,100,,,,,,,68.889,63.111,,,,,72.768,99.556,,,70.982,70.982,,,69.196,,,,69.196,,69.196,,,100
PP_2492,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,94.026,,,,,,,,100,,,,,,,,,,,,,,99.74,,,,,,,,,,,,,,,,100
PP_2493,,,,,,,,,,,,,,,,,100,,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,100
PP_2494,96.284,83.276,,,,,,,78.859,,,,,,78.523,,100,100,,,,83.861,,81.905,,84.354,,100,,,83.333,86.709,100,,78.859,,,,,,,,,,,,,77.667,,77.288,,,,,,100,86.709,,,,,,,,,,,78.859,78,100,,,,,,81.905,,,,,,,,78.188,,100
PP_2495,97.605,,,,,,,,83.533,92.814,,,,,83.533,,100,100,,,,86.826,,90.719,,89.222,,100,,,90.719,95.808,100,,82.934,,,,,,91.892,,,,,,,82.934,,78.679,,,,,,100,95.808,,,,94.611,,,,,,,82.934,78.979,99.401,,,,,,90.719,,,,,,,,84.539,,100
PP_2496,98.137,,,,,,,,90.064,,,,,,90.064,,100,100,,,,90.675,,93.789,,90.997,,100,,,93.789,93.91,100,,91.026,,,,,,92.547,,,,,,,91.346,,82.692,,,,,,100,94.099,,,,93.789,,,,,,,92.308,83.013,99.379,,,,,,93.789,,,,,,,,90.385,,100
PP_2497,94.444,,,,,,,,,80,,,,,,,100,100,,,,83.333,,87.156,,88.073,,100,,,88.073,,100,,,,,,,,82.569,,,,,,,,,,,,,,,100,,,,,91.743,,,,,,,,,99.083,,,,,,87.156,,,,,,,,,,100
PP_2498,60.494,,,,,,,,60.494,,,,,60.494,,,100,100,,,,,60.494,,,,,100,,,60.494,,100,,,,60.494,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2499,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2500,,,,,,,,,,,,,,,,,100,,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2501,,,,,,,,,,,,,,,,,100,99.758,82.751,,,,,,,,,100,78.402,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,71.245,79.015,,,,,,,,,,,75.647,,,,,,,,,,,,,,100
PP_2502,66.443,,98.701,,,94.156,,98.377,66,66.443,,,,76.797,,66.779,100,100,98.701,,,98.377,66.443,,,,77,100,98.377,96.753,66.443,,100,,,65.436,65.101,,63.087,77.778,,63.087,63.087,63.087,63.087,65.101,77.333,65.101,75,77.333,64.43,98.377,96.753,76.797,,100,,,,98.701,,,77.85,,,,,,,96.429,97.727,96.429,65.436,65.436,,,,98.701,,,,,64.094,65.101,98.377,100
PP_2503,,,99.588,,,97.531,,99.588,,,,,,,,,100,100,99.177,,,99.177,,,,,,100,,99.177,,,100,,,,,,,,,,,,,,,,,,,99.588,99.177,,,100,,,,97.942,,,,,,,,,,99.177,99.177,99.177,,,,,,99.588,,,,,,,99.588,100
PP_2504,,,100,,,98.551,,98.551,,,76.471,,,83.077,,,100,100,98.551,,,98.551,,,,,84.615,100,98.551,98.551,,,100,,,,,,,83.077,,,,,,,86.154,,78.788,84.615,,100,98.551,83.077,,100,,,,97.101,,,82.54,,,,,,,98.551,98.551,98.551,,,,,,100,,,,,,,100,100
PP_2505,78.852,97.681,98.261,98.261,,98.551,75.872,98.841,78.006,,75.073,,,77.971,,,100,100,97.681,,,97.971,78.006,75.581,,,,100,98.841,97.391,78.006,77.713,100,,,77.035,,75.439,,,,,,,,,,,,,,97.681,97.391,75.581,,100,,98.261,98.261,97.971,,98.261,,,,,98.261,97.681,,97.391,97.391,97.971,,,96.812,75.581,72.674,98.261,,75.872,72.754,,71.884,,98.16,100
PP_2506,,96.894,98.125,96.894,96.894,96.894,,96.875,,,,91.304,,,,,100,,96.894,96.894,65.839,,,,70.625,,,100,96.875,95.652,,,100,70.807,78.261,,,,,,,,,,,,,,,,,96.875,95.652,,,100,,96.894,96.894,96.894,91.304,96.894,,,,,96.894,96.894,,95.652,95.652,95.652,,,96.273,,,96.875,,,,96.894,,,96.875,100
PP_2507,,99.16,96.639,99.16,97.899,98.739,,98.319,91.597,,,97.059,,,97.059,,100,,97.899,98.739,,99.16,92.017,,,,,100,98.319,98.319,91.597,,100,,,,,,,,,60.417,60.417,60.417,60.417,60.833,,60.833,,,,98.319,98.319,,,100,,99.16,99.16,98.319,96.639,99.16,,60.251,,,99.16,96.639,60.251,97.899,98.319,98.319,,,99.16,,,97.899,,,,98.739,,60.251,97.674,100
PP_2508,,,,,,,,,,,,,,,,,100,98.305,,,,,,,,,,98.305,,,,,98.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2509,,,,,,,,96.296,,,,,,,,,100,100,,,,,,,,,,100,96.296,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2510,,93.056,94.444,93.056,94.444,94.444,84,94.444,,,,,,,,,100,,94.444,94.444,,93.056,,84,,,,,94.444,94.667,,,,,,,,84.722,,,,,,,,,,,,,,91.667,,81.333,,100,,93.056,93.056,94.444,,93.056,,,,,93.056,93.056,,,,,,,93.056,83.333,,91.667,,84,,94.444,,,94.444,100
PP_2511,,,98.54,,97.81,,,,,,,,,,,,100,100,,,,,,,,,,,,95.62,,,,,,,,,,,,,,,,,,,67.442,,,,94.161,,,100,,97.81,97.81,,,98.54,,,,,98.54,97.08,,95.62,,95.62,,,98.54,,90.511,99.27,,,,,90.511,,,100
PP_2512,,98.387,98.387,97.849,98.925,97.849,,97.849,,,,96.237,,,96.237,,100,100,98.925,98.925,,97.849,,79.121,,93.548,78.333,100,97.849,97.849,79.121,91.398,100,,79.891,,,89.785,91.892,,90.86,,,,,,78.804,,,78.333,,97.849,95.699,,,100,79.121,97.849,97.849,98.387,96.237,96.237,80.645,,,,97.849,98.387,,95.699,95.699,95.699,,,98.387,,93.548,99.462,90.86,,93.011,98.925,93.548,,98.387,100
PP_2513,,,98.338,98.615,98.892,97.507,71.508,,,,,96.399,,,96.399,,100,100,98.892,98.892,,97.784,,71.229,,94.521,70.506,100,96.648,,,,100,,,,,71.788,,,,,,,,,,,67.335,70.506,,,,70.95,,100,,98.338,98.338,98.892,95.845,98.338,,,,,98.338,98.061,,,,,,,,71.229,94.737,,,71.508,94.737,98.892,95.014,,98.338,100
PP_2514,,,99.58,97.899,99.16,97.899,73.707,,,,,97.479,,,97.479,,100,100,99.16,99.16,,98.319,,74.153,,,75.21,100,99.58,,,,100,,,,,74.576,,,,,,,,,,,,75.21,,,,74.153,,100,,97.899,97.899,99.16,97.479,97.899,,,,,97.899,98.319,,,,,,,,74.153,96.639,,,73.729,97.059,99.16,95.798,,99.58,100
PP_2515,,,99.59,99.59,99.18,100,88.934,,,,,99.59,,,99.59,,100,100,99.18,98.77,,99.59,,88.934,,,88.115,100,99.59,,,,100,,,,,89.344,,,,,,,,,,,,88.115,,,,89.344,,100,,99.59,99.59,99.18,99.18,99.59,,,,,99.59,99.18,,,,,,,,88.934,98.77,,,88.934,98.361,98.77,99.59,,99.59,100
PP_2516,,,100,99.748,99.748,99.496,67.677,,,,,98.489,,,98.489,,100,100,99.748,99.496,,99.494,,67.929,,,70.25,100,100,,,,100,,,,,67.424,,,,,,,,,,,63.427,70.75,,,,67.929,,100,,99.496,99.496,99.244,98.489,99.748,,,,,99.748,99.748,,,,,,,,67.929,97.462,,,67.677,97.208,99.496,96.977,,100,100
PP_2517,,,97.831,97.108,,96.867,,,,,,,,,,,100,100,,96.627,,97.108,,,,,,100,97.831,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,96.627,96.627,96.627,,96.867,,,,,96.627,96.386,,,,,,,,,,,,,,96.627,,,97.831,100
PP_2518,,,99.524,99.524,99.762,99.762,83.453,,,,,98.81,,,98.81,,100,99.706,99.762,99.762,,99.524,,83.213,,,,99.706,98.571,,,,99.706,,,,,83.693,,,,,,,,,,,77.938,,,,,82.734,,99.706,,99.762,99.762,99.762,98.571,99.762,,,,,99.762,99.762,,,,,,,,83.213,,,,,,99.762,98.086,,99.524,100
PP_2520,,,,84.211,,84.211,,,,,,,,,,,100,100,84.211,84.211,,86.842,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,84.211,84.211,84.211,,84.211,,,,,84.211,84.211,,,,,,,,,,,,,,,,,94.737,100
PP_2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_2524,,96.33,95.413,97.248,96.789,98.165,,96.33,82.11,,,,,80.734,,81.776,100,,96.789,98.624,69.907,97.706,,,,,,100,96.33,,81.651,,100,,,71.495,71.963,,,,,,,,,,,,,,80.734,95.872,,,,100,,98.165,98.165,97.706,,98.165,,,,,98.165,96.33,,96.789,96.789,96.789,78.505,78.505,96.33,,,95.413,,,,98.624,,,96.33,100
PP_2525,,99.225,98.966,98.966,99.483,98.67,93.282,97.933,,,,93.54,,,93.54,,100,100,99.483,99.483,63.317,99.225,,93.023,,,65.327,100,97.933,98.708,,,100,,,65.722,65.722,93.54,93.023,,,91.99,91.99,91.99,91.99,,67.01,,65.206,65.327,91.473,97.933,98.708,,65.464,100,,99.225,99.225,99.483,93.54,99.225,64.824,92.765,92.765,,98.966,98.966,64.433,98.708,99.225,98.708,93.023,93.023,99.225,,93.798,97.933,,93.282,93.798,99.483,93.798,,97.933,100
PP_2526,75.168,98.089,98.726,93.865,96.815,98.726,,96.815,74.497,,61.765,,,75.168,,,100,100,96.815,98.089,,95.652,75.168,92.357,,80.745,66.879,100,96.815,96.273,73.826,84.076,100,,,69.427,68.79,91.083,,,,,,,,,,,,66.879,,97.452,96.273,95.07,66.86,100,,93.865,93.865,98.089,,95.031,,,75.159,,95.031,96.226,,97.484,98.726,96.273,,,97.452,92.357,82.803,96.815,,90.446,80.745,98.089,84.713,,97.452,100
PP_2527,90.083,99.213,96.85,99.213,99.213,,88.976,96.457,88.933,,,90.945,,88.933,90.945,90.551,100,100,99.213,99.213,,99.213,89.328,89.764,,,,100,96.457,98.031,88.538,89.37,100,,,84.252,84.252,89.764,66.79,,79.921,70.472,67.159,70.472,70.472,88.583,,88.583,,,,96.457,98.031,89.37,81.496,100,90.551,98.438,98.438,99.213,90.551,99.213,,,,,99.213,99.213,,98.031,98.819,98.425,,,99.213,89.764,,98.031,79.921,88.976,,99.213,,88.583,96.457,100
PP_2528,98.353,99.529,99.529,99.528,99.529,99.529,98.118,99.294,98.349,82.353,96.235,97.412,,97.882,97.412,97.882,100,100,99.529,99.529,95.294,99.529,98.353,97.882,94.824,,,100,99.294,99.294,98.349,97.642,100,95.059,88.107,96.941,96.941,97.882,,94.588,,,,,,98.113,,98.113,69.762,,,99.529,99.294,98.118,,100,97.882,99.294,99.294,99.529,97.412,99.294,,,,,99.529,99.529,,99.529,99.294,99.529,,,99.529,97.882,,99.294,,,,99.529,,98.113,99.529,100
PP_2529,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2530,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2531,92.605,96.979,97.885,98.792,97.885,98.489,93.248,97.583,92.605,92.222,82.263,93.569,,92.926,93.569,92.926,100,100,97.885,97.885,,98.792,92.605,93.248,,84.466,,100,97.583,96.375,92.283,93.93,100,,,,,93.248,86.039,,,86.364,86.364,86.364,86.364,95.455,,95.455,,,84.026,97.885,96.375,93.248,,100,90.634,99.396,99.396,97.885,93.569,98.792,,90.909,90.909,82.875,98.489,98.489,,96.375,96.375,96.375,84.345,84.345,97.885,93.248,84.466,99.396,,93.248,84.466,97.885,85.39,95.455,97.885,100
PP_2532,,94.326,90.683,94.326,95.035,93.617,,90.683,,,,61.538,,,61.538,,100,100,95.035,95.031,,94.326,,,,,,100,90.683,85.625,,73.913,100,,,,,,,,,,,,,75.776,,75.776,,,,89.441,85.625,,,100,,95.031,95.031,95.652,61.538,95.031,,,,,95.031,95.031,,85.625,85.625,85.625,,,95.031,,,93.789,,,,95.035,,75.776,90.071,100
PP_2533,,97.538,96.073,97.538,97.846,97.885,94.462,96.979,,,,91.385,,,91.385,93.538,100,100,97.846,97.846,,98.462,,,,,,100,96.979,97.281,,,100,,,,,95.077,85.538,83.801,88.509,86.154,86.154,86.154,86.154,,,,,,84.923,96.073,97.281,94.462,,100,93.846,98.187,98.187,97.846,91.385,98.187,,,,,97.538,97.885,,97.281,97.281,97.281,83.077,83.077,97.538,94.154,,96.979,89.441,94.462,,97.846,,,96.073,100
PP_2534,95.623,97.987,99.329,98.328,97.987,98.616,93.772,99.329,,,,94.118,83.333,95.286,94.118,93.426,100,100,97.987,98.322,,,95.623,93.624,79.252,,80.612,100,99.329,,94.949,92.905,100,79.932,,,,93.624,,80.612,88.851,,,,,92.23,,92.23,,80.612,85.859,99.329,,93.624,,100,93.289,98.993,98.993,97.987,94.295,98.658,,87.879,87.879,,97.993,98.658,,,,,84.694,84.694,98.997,93.624,,99.329,89.189,93.624,,98.322,,92.334,99.329,100
PP_2535,94.373,98.465,99.233,97.954,98.465,99.488,96.401,98.977,94.629,,,97.179,88.974,94.885,97.179,96.675,100,100,98.465,98.721,,,94.373,95.908,82.507,,83.377,100,98.977,,94.629,94.885,100,82.507,,,,96.164,,84.433,95.538,,,,,96.931,,96.931,,83.377,85.897,99.233,,95.908,,100,97.187,97.954,97.954,98.721,92.195,98.21,,90.649,90.39,,97.954,98.977,,,,,85.641,85.641,98.977,96.164,,99.233,95.013,96.401,,98.721,,96.73,98.977,100
PP_2536,95.652,99.034,100,99.034,99.034,100,96.135,100,96.135,,,95.313,83.575,95.169,95.385,96.618,100,100,99.034,99.517,71.498,99.517,95.169,95.169,71.498,83.415,,100,100,98.068,95.652,95.652,100,71.014,68.599,66.829,66.341,95.169,77.404,82.126,92.754,77.885,77.885,77.885,77.885,95.169,,95.169,,,81.643,100,98.068,95.169,,100,96.618,98.551,98.551,99.034,96.135,99.034,72.947,86.957,87.44,,99.034,99.034,,98.068,98.068,98.068,80.193,80.193,99.034,95.169,82.927,100,92.754,96.135,83.415,99.517,81.951,95.169,100,100
PP_2537,72.917,100,98,100,98,99,80.808,98,75,75.51,,80.808,61.616,75.758,80.808,81.818,100,100,98,98,,98,73.958,82.828,,,,100,98,96,75,80,100,,,,,81.818,,,73.469,,,,,,,,,,,98,96,82.828,,100,,100,100,99,80.808,100,,,,,100,100,,96,96,96,,,99,82.828,,98,73.469,80.808,,98,,,98,100
PP_2538,87.764,95.833,99.167,95.833,95.833,96.25,89.167,98.75,87.866,,60.338,88.75,77.406,89.451,88.75,90.417,100,100,95.833,97.083,,97.083,87.764,89.583,,76.25,,100,98.75,95.833,87.866,90.717,100,,,62.911,,89.167,,,86.134,,,,,91.667,,91.667,,,75.949,99.167,95.833,89.583,61.682,100,89.916,95,95,97.5,88.333,95.417,,80.169,80.591,61.181,95.833,95.833,,95.833,95.833,95.833,72.996,72.996,95.833,89.583,76.25,99.167,85.714,89.167,75.833,97.083,75.417,91.667,99.167,100
PP_2539,94.444,98.701,98.377,99.026,98.701,99.026,96.078,98.377,,,,94.426,,94.771,94.098,96.066,100,100,98.701,99.026,,98.701,94.444,96.405,,,64.901,100,98.377,,,,100,,,,,96.405,,,,,,,,94.118,,94.118,,64.901,,98.377,,96.405,,100,96.066,98.377,98.377,98.701,94.754,99.026,,,,,99.026,99.351,,,,,,,99.675,96.405,,98.377,,96.078,,99.026,,94.118,98.377,100
PP_2540,94.186,98.062,100,98.837,98.837,98.062,94.961,100,,,86.973,95.349,,93.411,95.349,95.349,100,100,98.837,98.45,,98.45,94.186,94.186,,,76.336,100,100,,,,100,,,,,94.186,,,,,,,,93.411,,93.411,,76.718,,100,,94.186,,100,94.961,97.674,97.674,99.225,95.349,97.674,,,,88.123,98.837,98.837,,,,,,,98.062,94.186,,96.639,,94.961,,98.45,,93.411,100,100
PP_2541,88.202,97.826,97.826,97.283,98.37,98.37,93.82,97.283,89.888,88.202,70.621,93.258,64.972,89.266,93.258,93.82,100,99.346,98.37,98.37,,98.37,88.202,93.258,,79.213,,100,97.283,95.652,89.326,84.358,100,,,,,93.258,,,83.333,,,,,88.202,,88.202,,,77.966,97.826,95.652,93.258,,100,91.573,97.826,97.826,98.37,93.258,97.826,,84.181,82.222,69.274,97.826,97.826,60.335,95.652,95.652,95.652,77.966,77.966,97.826,93.258,79.213,98.37,83.889,93.82,79.213,98.37,79.775,88.202,97.826,100
PP_2542,97.89,99.789,99.578,99.367,99.367,99.578,98.523,99.367,98.101,,93.671,97.468,90.87,98.523,97.468,98.101,100,100,99.367,99.578,84.501,99.367,97.89,98.312,84.402,94.304,,100,99.367,98.523,98.101,98.312,100,84.402,,93.46,93.882,98.312,91.083,85.532,97.257,91.083,91.083,91.083,91.083,98.945,,98.945,,,94.726,99.578,98.523,98.312,91.121,100,98.523,99.156,99.156,99.367,97.468,99.367,,96.203,96.203,95.359,99.367,99.367,90.084,98.734,98.734,98.734,95.359,95.359,99.578,98.312,94.304,99.578,97.046,98.523,94.304,99.578,94.093,98.945,99.578,100
PP_2543,98.723,100,99.787,99.787,100,100,99.575,99.787,98.723,,94.785,99.363,98.081,98.723,99.363,98.511,100,100,100,100,83.795,100,98.723,99.363,83.333,97.655,,100,99.787,99.787,98.723,99.362,100,83.333,,95.106,95.106,99.363,96.178,83.441,98.936,96.178,96.178,96.178,96.178,99.574,,99.574,,,96.596,99.787,99.787,99.363,94.468,100,99.575,99.787,99.787,99.574,99.151,100,,98.511,98.511,94.67,99.787,99.574,94.268,99.787,99.787,99.787,96.809,96.809,100,99.363,97.655,99.787,98.936,99.575,97.655,100,97.441,99.574,99.362,100
PP_2544,,96.61,96.61,96.61,94.915,94.915,91.525,96.61,,,,93.22,,84.746,93.22,90.909,100,98.182,94.915,96.61,,94.915,,91.525,,75,,100,96.97,95.455,,94.915,100,,,,,89.831,,,84.746,,,,,89.394,,87.879,,,83.051,96.61,96.61,91.525,,100,90.476,96.61,96.61,96.61,92.424,98.305,,85.714,,,96.61,96.61,,96.61,96.61,96.61,81.356,81.356,94.915,91.525,75,96.61,86.441,91.525,75,96.61,75,,96.364,100
PP_2545,94.961,99.612,100,99.225,99.225,99.225,97.287,100,94.961,,84.884,97.287,86.434,94.186,97.287,96.899,100,100,99.225,99.225,70.543,99.225,94.961,96.899,,90.698,,100,100,99.225,94.961,95,100,,,89.535,89.535,97.328,81.395,,93.023,81.395,81.395,81.395,81.395,95.736,,95.736,,,88.76,100,99.225,96.899,86.822,100,96.512,98.837,98.837,99.225,97.287,99.225,,91.085,91.085,83.333,99.225,99.225,84.884,99.225,99.225,99.225,91.051,91.051,99.225,96.899,90.698,99.612,93.798,97.287,90.698,99.225,91.085,95.736,99.612,100
PP_2546,89.431,98.374,97.561,98.374,98.374,98.374,88.618,97.561,92.683,91.057,78.862,86.179,,92.683,86.179,89.431,100,100,98.374,98.374,,97.561,89.431,88.618,60.833,81.667,66.337,100,97.561,95.122,92.683,87.805,100,60.833,66.667,77.5,77.5,86.992,83.74,,,82.927,82.927,82.927,82.927,87.805,66.387,87.805,,66.337,83.471,97.561,95.122,87.805,80.488,100,89.431,98.374,98.374,98.374,84.553,97.561,65.323,80.328,78.862,81.301,98.374,98.374,,95.122,94.309,95.122,84.167,84.167,98.374,88.618,81.667,97.561,,88.618,83.333,98.374,80.833,87.805,97.561,100
PP_2547,97.232,98.958,98.616,99.308,,98.958,96.886,98.27,96.886,,94.425,97.578,,97.232,97.578,97.232,100,100,99.306,99.308,90.311,99.308,97.232,96.886,,95.502,85.467,100,98.27,98.616,97.232,96.886,100,,82.699,93.08,93.426,96.886,92.734,,,92.388,92.388,92.388,92.388,97.561,85.467,97.561,82.857,85.467,94.81,98.27,98.616,96.886,93.728,100,97.232,99.308,99.308,99.306,97.578,99.308,86.159,97.232,96.886,93.38,99.308,99.308,94.118,98.616,98.616,98.616,96.167,96.167,99.308,96.886,95.848,98.27,,96.886,95.848,99.306,95.502,97.561,98.27,100
PP_2548,97.032,99.772,98.63,99.543,99.087,99.087,97.945,98.63,97.032,97.032,91.781,98.174,,97.489,98.174,97.26,100,100,99.087,99.543,90.868,99.315,97.032,97.945,,93.836,85.553,100,98.63,99.087,97.032,96.804,100,,73.243,94.064,94.064,97.945,93.379,,,93.151,93.151,93.151,93.151,98.174,84.354,98.402,,85.553,95.434,98.858,99.087,97.945,92.009,100,,99.315,99.315,99.315,98.174,99.087,84.127,96.347,96.575,92.009,99.543,99.087,92.922,99.315,99.087,99.315,95.434,95.434,99.772,97.945,93.836,98.63,,97.945,93.836,99.543,93.836,98.402,98.402,100
PP_2549,95.111,98.704,99.136,98.92,98.488,98.704,94.667,99.136,95.556,,90.222,95.333,,95.111,95.333,94.889,100,100,98.704,99.136,84,98.92,95.333,94.444,,91.778,77.322,100,99.136,98.92,95.556,95.022,100,,80.222,89.333,89.333,94.222,89.333,,,88.667,88.667,88.667,88.667,,78.889,95.778,,77.538,92.444,98.92,98.92,94.444,90.444,100,96.328,99.136,99.136,98.704,95.111,98.92,78.444,92.667,92.667,90.222,98.92,98.92,87.556,98.704,98.92,98.92,75.111,75.111,99.136,94.667,92,99.136,,94.667,92.222,99.136,92.667,95.778,99.136,100
PP_2550,94.515,100,100,99.578,100,100,95.763,100,94.515,,92.405,95.781,93.249,94.515,95.781,98.729,100,100,100,100,89.362,100,94.515,95.763,88.511,95.359,76.17,100,100,99.578,94.515,96.203,100,88.511,,94.515,94.093,95.763,94.093,85.957,94.937,94.093,94.093,94.093,94.093,98.312,77.021,98.312,77.447,76.17,95.339,100,99.578,95.763,92.405,100,95.339,100,100,100,95.781,100,77.447,97.468,97.468,91.139,99.578,100,92.405,99.578,100,99.578,95.339,95.339,99.578,95.763,95.359,100,94.937,95.763,95.359,100,94.937,98.312,100,100
PP_2551,95.86,98.726,99.363,98.726,98.726,99.045,96.178,99.363,96.178,95.76,91.401,94.904,85.35,95.86,95.223,96.815,100,100,98.726,98.408,78.981,99.045,95.86,96.178,77.07,90.764,,100,99.363,96.815,96.178,96.497,100,77.07,,89.809,89.809,95.86,86.495,,94.268,87.138,87.138,87.138,87.138,96.815,,96.178,,,90.764,99.363,96.815,96.497,90.764,100,96.815,98.726,98.726,98.726,95.223,98.726,,94.586,94.904,92.357,98.726,98.726,86.624,96.815,96.815,96.815,91.401,91.401,98.726,96.497,90.764,99.363,94.586,96.178,90.446,98.408,90.127,96.178,99.363,100
